Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
30.24	31.29	30.32	30.40	32.34	31.89	13.74	31.27	31.27	31.91	0.03	0.03	0.05	0.04	0.02	0.04	0.04	0.04	31.80	31.73	32.86	32.39	33.70	0.10	0.10	0.13	0.13	0.13	1.00	2.00	100.40	99.60	0.80	100.40	0.80	1.00	0.80	1.00	0.50	
31.12	32.19	31.10	31.16	34.76	33.66	24.02	32.15	32.15	33.13	0.05	0.05	0.07	0.07	0.05	0.06	0.06	0.06	32.14	32.06	32.30	31.97	33.10	0.30	0.30	0.38	0.37	0.39	1.00	6.00	100.80	99.20	0.80	100.80	0.80	1.00	0.80	1.00	1.00	
31.69	32.78	31.63	31.76	37.29	35.45	26.25	32.76	32.76	33.99	0.06	0.06	0.09	0.08	0.06	0.08	0.08	0.08	30.30	30.21	29.67	29.46	30.31	0.47	0.47	0.57	0.57	0.58	1.00	10.00	101.21	98.81	0.80	101.21	0.80	1.00	0.80	1.00	1.50	
32.00	33.10	31.93	32.04	39.85	37.31	26.77	33.11	33.11	34.52	0.07	0.07	0.11	0.10	0.07	0.09	0.09	0.09	27.23	27.13	26.22	26.05	26.70	0.58	0.58	0.70	0.70	0.72	1.00	14.00	101.61	98.42	0.80	101.61	0.80	1.00	0.80	1.00	2.00	
32.09	33.20	32.05	32.04	42.32	39.20	26.72	33.21	33.21	34.76	0.08	0.08	0.13	0.12	0.08	0.10	0.10	0.11	23.57	23.46	22.59	22.41	22.95	0.65	0.64	0.77	0.77	0.79	1.00	18.00	102.02	98.02	0.80	102.02	0.80	1.00	0.80	1.00	2.50	
32.01	33.11	32.00	32.01	44.58	41.04	26.37	33.12	33.11	34.79	0.08	0.08	0.15	0.14	0.09	0.11	0.11	0.12	19.79	19.68	19.09	18.88	19.37	0.66	0.65	0.79	0.78	0.80	1.00	22.00	102.43	97.63	0.80	102.43	0.80	1.00	0.80	1.00	3.00	
31.78	32.88	31.80	31.79	46.53	42.71	25.73	32.89	32.89	34.75	0.09	0.09	0.16	0.15	0.09	0.12	0.12	0.12	16.88	16.78	16.38	16.17	16.61	0.66	0.65	0.80	0.79	0.81	1.00	26.00	102.84	97.24	0.80	102.84	0.80	1.00	0.80	1.00	3.50	
31.44	32.52	31.48	31.46	48.07	44.12	24.85	32.57	32.57	34.34	0.10	0.10	0.18	0.16	0.09	0.12	0.12	0.13	14.74	14.65	14.36	14.15	14.55	0.66	0.65	0.80	0.79	0.81	1.00	30.00	103.26	96.86	0.80	103.26	0.80	1.00	0.80	1.00	4.00	
31.01	32.08	31.07	31.01	49.19	45.18	23.92	32.14	32.14	33.98	0.10	0.10	0.19	0.18	0.10	0.13	0.13	0.14	13.11	13.03	12.79	12.59	12.96	0.66	0.65	0.80	0.79	0.81	1.00	34.00	103.68	96.47	0.80	103.68	0.80	1.00	0.80	1.00	4.50	
30.50	31.55	30.57	30.52	49.89	45.90	23.16	31.62	31.61	33.51	0.10	0.10	0.20	0.19	0.10	0.13	0.13	0.14	31.85	31.71	32.88	31.40	34.51	0.18	0.18	0.23	0.22	0.24	3.50	2.00	104.10	96.09	0.80	104.10	0.80	1.00	0.80	1.00	5.00	
