Time	Component	Volatility OIS	Volatility Spread
0	0	0.0	0.0
0	1	0.6456192259233948	0.6456192259233948
0	2	0.6681280184142555	0.6681280184142555
0	3	0.6744058180470129	0.6744058180470129
0	4	0.6695973784703332	0.6695973784703331
0	5	0.6575156088200096	0.6575156088200096
0	6	0.6409553695297616	0.6409553695297616
0	7	0.6219372675474458	0.6219372675474458
0	8	0.6018965179946554	0.6018965179946554
0	9	0.5818287770437456	0.5818287770437456
0	10	0.5624023398839352	0.5624023398839353
0	11	0.544044105871034	0.5440441058710339
0	12	0.5270051346051775	0.5270051346051775
0	13	0.5114103673215007	0.5114103673215006
0	14	0.4972961002003489	0.49729610020034887
0	15	0.4846380162253687	0.4846380162253687
0	16	0.4733719671610593	0.4733719671610592
0	17	0.46340921292461923	0.46340921292461923
0	18	0.4546474448945849	0.45464744489458486
0	19	0.4469786208979475	0.44697862089794743
0	20	0.44029440555521526	0.4402944055552152
0	21	0.4344898266870988	0.43448982668709873
0	22	0.42946561576736436	0.42946561576736436
0	23	0.4251295893615838	0.42512958936158385
0	24	0.421397342327452	0.421397342327452
0	25	0.4181924568975308	0.41819245689753076
0	26	0.41544638037813003	0.41544638037813003
0	27	0.4130980847335765	0.41309808473357656
0	28	0.4110935911494488	0.4110935911494488
0	29	0.409385419710665	0.40938541971066494
0	30	0.4079320069653324	0.4079320069653324
0	31	0.406697121099776	0.406697121099776
0	32	0.40564929472879135	0.4056492947287914
0	33	0.4047612881314178	0.40476128813141776
0	34	0.40400959053224167	0.40400959053224167
0	35	0.40337396327255187	0.40337396327255187
0	36	0.4028370260718317	0.4028370260718317
0	37	0.4023838857684057	0.4023838857684057
0	38	0.40200180573376254	0.4020018057337625
0	39	0.40167991341381676	0.40167991341381676
1	0	0.0	0.0
1	1	0.0	0.0
1	2	0.6456192259233944	0.6456192259233943
1	3	0.6681280184142555	0.6681280184142555
1	4	0.6744058180470133	0.6744058180470132
1	5	0.6695973784703331	0.6695973784703331
1	6	0.6575156088200096	0.6575156088200096
1	7	0.6409553695297616	0.6409553695297616
1	8	0.6219372675474459	0.6219372675474459
1	9	0.6018965179946557	0.6018965179946557
1	10	0.5818287770437452	0.5818287770437452
1	11	0.5624023398839352	0.5624023398839352
1	12	0.544044105871034	0.544044105871034
1	13	0.5270051346051774	0.5270051346051773
1	14	0.511410367321501	0.5114103673215009
1	15	0.4972961002003487	0.4972961002003487
1	16	0.4846380162253688	0.48463801622536873
1	17	0.47337196716105895	0.47337196716105895
1	18	0.46340921292461934	0.4634092129246193
1	19	0.4546474448945848	0.4546474448945848
1	20	0.4469786208979478	0.44697862089794776
1	21	0.4402944055552153	0.4402944055552152
1	22	0.4344898266870988	0.4344898266870988
1	23	0.4294656157673641	0.42946561576736414
1	24	0.4251295893615839	0.4251295893615839
1	25	0.42139734232745213	0.4213973423274521
1	26	0.41819245689753054	0.41819245689753054
1	27	0.41544638037813003	0.41544638037813003
1	28	0.41309808473357673	0.4130980847335767
1	29	0.41109359114944877	0.4110935911494487
1	30	0.40938541971066505	0.40938541971066505
1	31	0.40793200696533244	0.40793200696533244
1	32	0.4066971210997759	0.4066971210997759
1	33	0.4056492947287916	0.4056492947287915
1	34	0.40476128813141804	0.40476128813141804
1	35	0.4040095905322415	0.4040095905322415
1	36	0.40337396327255204	0.403373963272552
1	37	0.4028370260718318	0.4028370260718318
1	38	0.4023838857684054	0.40238388576840534
1	39	0.4020018057337621	0.40200180573376204
2	0	0.0	0.0
2	1	0.0	0.0
2	2	0.0	0.0
2	3	0.6456192259233944	0.6456192259233944
2	4	0.6681280184142558	0.6681280184142557
2	5	0.6744058180470132	0.6744058180470132
2	6	0.6695973784703331	0.6695973784703331
2	7	0.6575156088200096	0.6575156088200095
2	8	0.6409553695297616	0.6409553695297616
2	9	0.6219372675474462	0.6219372675474462
2	10	0.6018965179946554	0.6018965179946554
2	11	0.5818287770437452	0.5818287770437451
2	12	0.5624023398839353	0.5624023398839353
2	13	0.5440441058710339	0.5440441058710338
2	14	0.5270051346051776	0.5270051346051776
2	15	0.5114103673215008	0.5114103673215008
2	16	0.4972961002003488	0.49729610020034876
2	17	0.4846380162253684	0.4846380162253684
2	18	0.473371967161059	0.473371967161059
2	19	0.46340921292461923	0.46340921292461923
2	20	0.4546474448945852	0.45464744489458514
2	21	0.4469786208979479	0.44697862089794776
2	22	0.4402944055552153	0.4402944055552153
2	23	0.43448982668709857	0.4344898266870986
2	24	0.4294656157673642	0.4294656157673642
2	25	0.425129589361584	0.42512958936158396
2	26	0.42139734232745185	0.42139734232745185
2	27	0.41819245689753054	0.4181924568975306
2	28	0.4154463803781302	0.4154463803781302
2	29	0.4130980847335767	0.4130980847335766
2	30	0.4110935911494488	0.4110935911494488
2	31	0.4093854197106651	0.4093854197106651
2	32	0.4079320069653323	0.4079320069653324
2	33	0.4066971210997762	0.40669712109977607
2	34	0.4056492947287918	0.4056492947287918
2	35	0.4047612881314178	0.4047612881314178
2	36	0.40400959053224167	0.4040095905322416
2	37	0.40337396327255204	0.40337396327255204
2	38	0.40283702607183147	0.4028370260718314
2	39	0.40238388576840495	0.4023838857684049
3	0	0.0	0.0
3	1	0.0	0.0
3	2	0.0	0.0
3	3	0.0	0.0
3	4	0.6456192259233946	0.6456192259233946
3	5	0.6681280184142557	0.6681280184142557
3	6	0.6744058180470132	0.6744058180470132
3	7	0.6695973784703331	0.669597378470333
3	8	0.6575156088200097	0.6575156088200097
3	9	0.640955369529762	0.640955369529762
3	10	0.6219372675474458	0.6219372675474458
3	11	0.6018965179946554	0.6018965179946553
3	12	0.5818287770437452	0.5818287770437452
3	13	0.5624023398839352	0.5624023398839351
3	14	0.5440441058710341	0.5440441058710341
3	15	0.5270051346051774	0.5270051346051774
3	16	0.5114103673215009	0.5114103673215008
3	17	0.4972961002003484	0.4972961002003484
3	18	0.4846380162253685	0.48463801622536845
3	19	0.47337196716105895	0.4733719671610589
3	20	0.4634092129246196	0.46340921292461956
3	21	0.45464744489458525	0.45464744489458514
3	22	0.4469786208979479	0.4469786208979479
3	23	0.44029440555521504	0.4402944055552151
3	24	0.4344898266870987	0.4344898266870986
3	25	0.4294656157673643	0.42946561576736425
3	26	0.42512958936158374	0.42512958936158374
3	27	0.42139734232745185	0.4213973423274519
3	28	0.41819245689753076	0.4181924568975307
3	29	0.41544638037813014	0.41544638037813003
3	30	0.41309808473357673	0.4130980847335767
3	31	0.4110935911494489	0.4110935911494489
3	32	0.409385419710665	0.40938541971066505
3	33	0.40793200696533255	0.4079320069653325
3	34	0.40669712109977635	0.40669712109977635
3	35	0.4056492947287916	0.4056492947287916
3	36	0.40476128813141793	0.40476128813141793
3	37	0.40400959053224167	0.40400959053224167
3	38	0.40337396327255176	0.4033739632725517
3	39	0.402837026071831	0.402837026071831
4	0	0.0	0.0
4	1	0.0	0.0
4	2	0.0	0.0
4	3	0.0	0.0
4	4	0.0	0.0
