Target (OIS)	Target (OIS) Error	Target (LIBOR)	Target (LIBOR) Error	Caplet Vola Analytic Single-Curve	Caplet Vola Analytic Single-Curve Error	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Monte-Carlo Single-Curve Error	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson Error	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ju Error	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Ho Error	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Drift-Freeze Error	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Analytic Multi-Curve Integrated-Expectation Error	Caplet Vola Monte-Carlo Multi-Curve	Caplet Vola Monte-Carlo Multi-Curve Error	Caplet Value Analytic Single-Curve	Caplet Value Analytic Single-Curve Error	Caplet Value Monte-Carlo Single-Curve	Caplet Value Monte-Carlo Single-Curve Error	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Fenton-Wilkinson Error	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ju Error	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Ho Error	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Drift-Freeze Error	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Analytic Multi-Curve Integrated-Expectation Error	Caplet Value Monte-Carlo Multi-Curve	Caplet Value Monte-Carlo Multi-Curve Error	Swaption Vola Analytic Single-Curve	Swaption Vola Analytic Single-Curve Error	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Monte-Carlo Single-Curve Error	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Drift-Freeze Error	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Analytic Multi-Curve Integrated-Expectation Error	Swaption Vola Monte-Carlo Multi-Curve	Swaption Vola Monte-Carlo Multi-Curve Error	Swaption Value Analytic Single-Curve	Swaption Value Analytic Single-Curve Error	Swaption Value Monte-Carlo Single-Curve	Swaption Value Monte-Carlo Single-Curve Error	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Drift-Freeze Error	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Analytic Multi-Curve Integrated-Expectation Error	Swaption Value Monte-Carlo Multi-Curve	Swaption Value Monte-Carlo Multi-Curve Error	Swaption Exercise Date	Swaption Exercise Date Error	Swaption Number Of Periods	Swaption Number Of Periods Error	Numeraire Single-Curve	Numeraire Single-Curve Error	Discount Single-Curve	Discount Single-Curve Error	OIS Spot Rate Single-Curve	OIS Spot Rate Single-Curve Error	Numeraire Multi-Curve	Numeraire Multi-Curve Error	OIS Spot Rate Multi-Curve	OIS Spot Rate Multi-Curve Error	LIBOR Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve Error	OIS Forward Rate Multi-Curve	OIS Forward Rate Multi-Curve Error	LIBOR Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve Error	Time	Time Error	
88.64670831983395	0.0	93.86122057394182	0.0	47.628864344674746	0.0	47.670602305065515	0.0	46.819585660795134	0.0	46.80411828213424	0.0	45.67792939719865	0.0	46.79944529226211	0.0	46.79944529226211	0.0	47.09641443577697	0.0	0.07603974043975	0.0	0.07610574703695551	0.0027281488672742803	0.07781630282716029	0.0	0.07779082916405912	0.0	0.07508543397490272	0.0	0.07778313303961143	0.0	0.07778313303961143	0.0	0.07827218089515084	0.002798345634155739	44.745110042825296	0.0	44.551729531430894	0.0	43.49511710515151	0.0	43.45093140191648	0.0	42.79885071757319	0.0	0.23685553202838827	0.0	0.23584874047922957	0.009044793201668124	0.24874037623063586	0.0	0.2484916391905976	0.0	0.24481946304041904	0.009328388400412273	1.0	0.0	2.0	0.0	100.49999999999999	0.0	99.50248756218907	0.0	1.1495621495460515	0.007910216044915845	100.49999999999999	0.0	1.1504725029312841	0.007933410703181506	1.1975693181522424	0.008108666801641462	1.1495	0.0	1.1965	0.0	0.5	0.0	
91.21447980813991	0.0	96.58003744391286	0.0	46.15007508516922	0.0	46.28399257022195	0.0	44.932864505314704	0.0	44.89455421929853	0.0	42.969316096867985	0.0	44.8777431995638	0.0	44.8777431995638	0.0	44.605195867696224	0.0	0.11624035123585302	0.0	0.11657168556589491	0.0045329747001273055	0.12103114093110051	0.0	0.12092967070789094	0.0	0.11257880023790208	0.0	0.12088514296149169	0.0	0.12088514296149169	0.0	0.12016312341384372	0.004645731694079345	36.35625646694652	0.0	36.076031199587376	0.0	35.322323422672646	0.0	35.21077770453424	0.0	34.48831637887933	0.0	0.6701259503488788	0.0	0.6650167750878163	0.024126579229242863	0.7283778687274329	0.0	0.7261014004452007	0.0	0.7113517473039929	0.025595684918860256	1.0	0.0	6.0	0.0	101.07801986549836	0.004006138068877085	98.93386517211235	0.0	1.297305709300169	0.012483782832586722	101.07802220131265	0.004017980248172405	1.2958291909928457	0.012396547529781735	1.3852356030193753	0.012863039786609841	1.296	0.0	1.3853333333333335	0.0	1.0	0.0	
92.87563900635682	0.0	98.33891188908369	0.0	44.53739267377107	0.0	44.60789388680305	0.0	43.11376408137793	0.0	43.05843549914126	0.0	40.56616966924622	0.0	43.0255545657287	0.0	43.0255545657287	0.0	42.733171725548786	0.0	0.15067121876486583	0.0	0.15090385730520825	0.006192844708847022	0.15907588768483089	0.0	0.15887643349458974	0.0	0.14306069322065498	0.0	0.1587578924651934	0.0	0.1587578924651934	0.0	0.157703529432187	0.006418934893847408	27.203564162456274	0.0	26.906862798554315	0.0	26.788085767720798	0.0	26.619980716448982	0.0	25.960490291256477	0.0	0.897263072498725	0.0	0.8875361094891031	0.03108639217358126	1.0333290345373487	0.0	1.0268828390478708	0.0	1.0015869430302475	0.03469555358186072	1.0	0.0	10.0	0.0	101.73485675304231	0.009597502606921347	98.29690125199939	0.0	1.4380849132095122	0.0165949524711232	101.73483669767943	0.009554347076485229	1.4346865620431632	0.016494115986417666	1.5639932385675501	0.01731294392884268	1.4365	0.0	1.5655	0.0	1.5	0.0	
93.7794835217264	0.0	99.29592372888678	0.0	42.83220309748141	0.0	42.78306062079487	0.0	41.30907483199541	0.0	41.244737157949096	0.0	38.33617967415234	0.0	41.19416367118295	0.0	41.19416367118295	0.0	40.87209038483387	0.0	0.18069763104466935	0.0	0.18049656340215262	0.0076727918801684425	0.19314770159221437	0.0	0.19285531892878166	0.0	0.1684068336090642	0.0	0.19262546040003303	0.0	0.19262546040003303	0.0	0.19116106369865776	0.008007316124129443	19.490629620867	0.0	19.246118411264305	0.0	19.89497948618798	0.0	19.72081862434381	0.0	19.318839489161856	0.0	0.9184002727280094	0.0	0.9069146277155434	0.031636133443340285	1.1550675908831198	0.0	1.1449889895668006	0.0	1.1217233682092815	0.03840978853589649	1.0	0.0	14.000000000000002	0.0	102.47033451093625	0.01708397424120517	97.59591856689266	0.0	1.5687327787773042	0.02025919577257155	102.47025642103583	0.016988750989504697	1.5659561262855188	0.02009719801314133	1.7346419412632443	0.021319903365722304	1.568	0.0	1.736	0.0	2.0	0.0	
94.05510607557383	0.0	99.58775937413701	0.0	41.07231826286311	0.0	40.787748589060705	0.0	39.50862815815065	0.0	39.44267275978536	0.0	36.20785961344701	0.0	39.37338315448963	0.0	39.37338315448963	0.0	39.022320702169026	0.0	0.20627950619081786	0.0	0.20489932141094588	0.008945915757355274	0.22321200135206826	0.0	0.2228513043768066	0.0	0.18898389512750882	0.0	0.22247231011436938	0.0	0.22247231011436938	0.0	0.22055110812322973	0.009458018332064503	15.129963137918043	0.0	14.93138760987528	0.0	16.16680370231675	0.0	16.01532569021103	0.0	15.767812597413187	0.0	0.9183267198117481	0.0	0.9062965243399634	0.031615321345746836	1.2625363297796441	0.0	1.250732132764739	0.0	1.231442691456854	0.04181518150099137	1.0	0.0	18.0	0.0	103.2830884857184	0.026365093479927923	96.83671869234468	0.0	1.684982216973959	0.023449458124872917	103.28284282972682	0.02616414870467249	1.685232920344101	0.0233005941548885	1.8942416177584214	0.02497441747452274	1.6875	0.0	1.8958333333333337	0.0	2.5	0.0	
93.81388797479146	0.0	99.3323519733086	0.0	39.29231450257475	0.0	39.138742130451156	0.0	37.722992256950064	0.0	37.66157281087756	0.0	34.146137633258874	0.0	37.57180258945684	0.0	37.57180258945684	0.0	37.46574582570387	0.0	0.22713634767546537	0.0	0.22628214037302566	0.00992233375821888	0.24910043515883676	0.0	0.2487090477101815	0.0	0.20481593437756046	0.0	0.24813687649433086	0.0	0.24813687649433086	0.0	0.24746071273601444	0.010788261506213287	12.452441075099832	0.0	12.285760225645491	0.0	13.892558159774913	0.0	13.761756742812418	0.0	13.598758756351328	0.0	0.9181955737828768	0.0	0.9059207191720582	0.031602334755352186	1.356552028830436	0.0	1.3438000406906503	0.0	1.3279083675805265	0.044775614083298935	1.0	0.0	22.0	0.0	104.170312085288	0.03733573040784602	96.02649513960426	0.0	1.7916463208180096	0.026001761328591357	104.16984345881832	0.037059071885483574	1.7925518382662253	0.02610022654369886	2.045835290774683	0.028334213795572136	1.7920000000000003	0.0	2.0440000000000005	0.0	3.0	0.0	
93.15170098672377	0.0	98.63121280947223	0.0	37.5238918010074	0.0	37.41839747704482	0.0	35.97384511812223	0.0	35.92172933704073	0.0	32.13836311634226	0.0	35.80802034163001	0.0	35.80802034163001	0.0	35.59158967974831	0.0	0.243021892474876	0.0	0.24236615011472	0.010736075223565726	0.27075737083385465	0.0	0.27037967330109963	0.0	0.21588768356994967	0.0	0.2695553779767514	0.0	0.2695553779767514	0.0	0.26798562538655785	0.011727305702357827	10.642467074749032	0.0	10.498495416271044	0.0	12.307715598330152	0.0	12.192674126737849	0.0	12.081271242194799	0.0	0.9180695708925678	0.0	0.9056613756672428	0.0315933652661596	1.4330291923252088	0.0	1.4196511864216812	0.0	1.406695859378279	0.04716295591678737	1.0	0.0	26.0	0.0	105.12733347901606	0.04979173542263764	95.1737384431536	0.0	1.8793883364972213	0.028121614286000428	105.12688444757565	0.049621113014594403	1.87628836583186	0.028055883135850574	2.1785553938760893	0.030906982237158303	1.8785	0.0	2.1795000000000004	0.0	3.5000000000000004	0.0	
92.15085053495298	0.0	97.57148880171492	0.0	35.796206006642635	0.0	35.69187010568985	0.0	34.28954452028245	0.0	34.24979188625773	0.0	30.186012585396803	0.0	34.10633492556751	0.0	34.10633492556751	0.0	33.92914804178427	0.0	0.25380692887900214	0.0	0.2530980816308647	0.011348971407195185	0.2883124112063801	0.0	0.28799103804435944	0.0	0.22226299563495935	0.0	0.2868309219683742	0.0	0.2868309219683742	0.0	0.2853972533288279	0.01247743267159961	9.340185604190738	0.0	9.212961513767153	0.0	11.11302414962068	0.0	11.009993111322895	0.0	10.932873498525675	0.0	0.9179671233962863	0.0	0.9054722561708355	0.031586946720096605	1.4945632474517576	0.0	1.4807209139503892	0.0	1.470359551921134	0.04906991963003649	1.0	0.0	30.0	0.0	106.14733555719585	0.06350646357129576	94.28813711529817	0.0	1.9435123014805984	0.029761281672401996	106.14691839271437	0.06347687549860262	1.939296988827633	0.029488887387884497	2.2976942765270527	0.033081081846805645	1.944	0.0	2.301333333333334	0.0	4.0	0.0	
90.8817895091313	0.0	96.22777712731548	0.0	34.13613251861881	0.0	33.81964199974556	0.0	32.70310804172734	0.0	32.676203103982765	0.0	28.29959923867139	0.0	32.494484301458634	0.0	32.494484301458634	0.0	32.42774496101652	0.0	0.2594956907546453	0.0	0.25719170724414736	0.011487589945237886	0.3020985120227655	0.0	0.3018597717771813	0.0	0.224136621172323	0.0	0.30024667735441013	0.0	0.30024667735441013	0.0	0.2996539714031445	0.012998543713949436	8.43423105489514	0.0	8.31879661807983	0.0	10.22026567356996	0.0	10.12690061159271	0.0	10.073814233959641	0.0	0.9181744632277201	0.0	0.9056152365424227	0.0315916692688915	1.5521030076742333	0.0	1.5379362702184836	0.0	1.5298810649914123	0.050833200927106255	1.0	0.0	34.0	0.0	107.22125631765591	0.07830979882215686	93.38047886077148	0.0	1.9824236784283369	0.030380169370526632	107.22061174632822	0.07834344722299591	1.9820038971584173	0.030132437127423143	2.4068867682834862	0.034755096221840975	1.9855	0.0	2.4085000000000005	0.0	4.5	0.0	
89.40462874935889	0.0	94.66372455814471	0.0	32.568421531492696	0.0	32.16588466595156	0.0	31.25142118116169	0.0	31.233556508897575	0.0	26.495537212740956	0.0	31.002487568536136	0.0	31.002487568536136	0.0	31.047903330384578	0.0	0.260209861566286	0.0	0.25713086915315536	0.011388261183040755	0.3126471459040566	0.0	0.31247557242101576	0.0	0.22185185961180123	0.0	0.3102552948906867	0.0	0.3102552948906867	0.0	0.3106918398469577	0.01342874627592404	35.950875042044586	0.0	35.502261002675624	0.0	34.47299534796511	0.0	34.35055687508285	0.0	33.818376987926435	0.0	0.4722505007360179	0.0	0.4665723362299201	0.020046019455763897	0.531596167967943	0.0	0.5297722906790181	0.0	0.5218370196448012	0.02213394435173028	3.5000000000000004	0.0	2.0	0.0	108.33648591815157	0.09370188075377561	92.46255682786287	0.0	1.9953636873792764	0.030443452111891953	108.33488681319079	0.09351858961104105	1.9971166443677955	0.03047803113525524	2.499052387039593	0.036207605154986736	2.0	0.0	2.5	0.0	5.0	0.0	
87.77046738293882	0.0	92.93343605252346	0.0	31.115706342061205	0.0	31.138605664194813	0.0	29.972027854706507	0.0	29.953214957525496	0.0	24.88098686304657	0.0	29.666613529747288	0.0	29.666613529747288	0.0	29.77878391641269	0.0	0.25813293500760737	0.0	0.25831461538445616	0.011363841659282793	0.32144415071933935	0.0	0.3212505498397288	0.0	0.21804122191186057	0.0	0.3182993246602092	0.0	0.3182993246602092	0.0	0.31945479125220866	0.013927254656710918	27.853368180652765	0.0	27.4160367693907	0.0	27.359174180740116	0.0	26.981480391633816	0.0	26.593053417017227	0.0	1.1162708662096463	0.0	1.099127998166157	0.04297858175336214	1.3579199202794319	0.0	1.339571262096103	0.0	1.320684106597903	0.05111265402479794	3.5000000000000004	0.0	6.0	0.0	109.47732362795367	0.10910538733405549	91.54708596818105	0.0	2.0048373516957674	0.030590849333398652	109.47494855240849	0.10880114738476326	1.9961748013099485	0.030655008991398128	2.580703033975178	0.0377374347479668	2.0	0.0	2.5814999999999997	0.0	5.5	0.0	
