Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
30.24	31.29	30.32	29.38	32.35	31.91	11.56	31.30	31.30	30.41	0.03	0.03	0.05	0.04	0.02	0.04	0.04	0.04	31.80	27.70	32.41	32.02	32.75	0.10	0.09	0.13	0.13	0.13	1.00	2.00	100.40	99.60	0.79	100.40	0.79	0.99	0.80	1.00	0.50	
31.12	32.19	31.10	27.22	34.61	33.58	22.52	32.17	32.17	32.38	0.05	0.04	0.07	0.07	0.04	0.06	0.06	0.06	32.14	27.95	31.48	31.28	31.68	0.30	0.26	0.37	0.36	0.37	1.00	6.00	100.80	99.20	0.78	100.80	0.80	0.99	0.80	1.00	1.00	
31.69	32.78	31.63	27.65	36.90	35.21	24.83	32.75	32.75	34.11	0.06	0.05	0.09	0.08	0.06	0.08	0.08	0.08	30.30	26.36	28.97	28.86	28.56	0.47	0.41	0.56	0.56	0.55	1.00	10.00	101.21	98.81	0.78	101.21	0.79	0.99	0.80	1.00	1.50	
32.00	33.10	31.93	29.03	39.16	36.83	25.34	33.07	33.07	36.55	0.07	0.06	0.11	0.10	0.07	0.09	0.09	0.10	27.23	23.72	25.73	25.63	25.20	0.58	0.51	0.69	0.69	0.68	1.00	14.00	101.61	98.42	0.78	101.61	0.79	1.00	0.80	1.00	2.00	
32.09	33.20	32.05	29.84	41.32	38.45	25.11	33.18	33.18	34.71	0.08	0.07	0.12	0.12	0.08	0.10	0.10	0.11	23.57	20.53	22.23	22.11	21.83	0.65	0.56	0.76	0.76	0.75	1.00	18.00	102.02	98.02	0.78	102.02	0.79	0.99	0.80	1.00	2.50	
32.01	33.11	32.00	30.78	43.26	40.00	24.52	33.12	33.12	35.05	0.08	0.08	0.14	0.13	0.08	0.11	0.11	0.12	19.79	17.22	18.80	18.64	18.45	0.66	0.57	0.78	0.77	0.77	1.00	22.00	102.43	97.63	0.79	102.43	0.79	0.99	0.80	1.00	3.00	
31.78	32.88	31.80	31.79	44.91	41.38	23.76	32.90	32.90	30.85	0.09	0.09	0.16	0.15	0.09	0.12	0.12	0.11	16.88	14.68	16.15	15.98	15.85	0.66	0.57	0.79	0.78	0.77	1.00	26.00	102.84	97.24	0.79	102.84	0.79	0.95	0.80	1.00	3.50	
31.44	32.52	31.48	29.54	46.22	42.53	22.92	32.56	32.56	29.65	0.10	0.09	0.17	0.16	0.09	0.12	0.12	0.11	14.74	12.82	14.17	14.00	13.93	0.66	0.57	0.79	0.78	0.78	1.00	30.00	103.26	96.86	0.77	103.26	0.79	0.95	0.80	1.00	4.00	
31.01	32.08	31.07	28.71	47.16	43.40	22.05	32.12	32.12	35.73	0.10	0.09	0.18	0.17	0.09	0.13	0.13	0.14	13.11	11.40	12.63	12.47	12.44	0.66	0.57	0.79	0.78	0.78	1.00	34.00	103.68	96.47	0.77	103.68	0.80	1.00	0.80	1.00	4.50	
30.50	31.55	30.57	28.51	47.76	43.99	21.21	31.60	31.60	36.40	0.10	0.10	0.19	0.18	0.09	0.13	0.13	0.15	31.85	31.73	32.39	31.23	29.39	0.18	0.18	0.23	0.22	0.21	3.50	2.00	104.10	96.09	0.77	104.10	0.81	1.02	0.80	1.00	5.00	
29.95	30.98	30.00	27.85	48.06	44.32	20.41	31.02	31.02	41.61	0.10	0.10	0.20	0.19	0.09	0.14	0.14	0.18	30.23	30.07	29.62	29.09	29.03	0.51	0.51	0.63	0.62	0.62	3.50	6.00	104.53	95.70	0.77	104.53	0.81	1.07	0.80	1.00	5.50	
29.35	30.36	29.39	25.86	48.11	44.42	19.68	30.40	30.40	40.63	0.11	0.09	0.21	0.20	0.09	0.14	0.14	0.18	27.25	26.97	26.17	25.81	26.29	0.77	0.76	0.92	0.91	0.92	3.50	10.00	104.96	95.32	0.76	104.96	0.80	1.07	0.80	1.00	6.00	
28.73	29.72	28.74	24.72	47.96	44.33	19.01	29.74	29.74	41.77	0.11	0.09	0.22	0.20	0.09	0.14	0.14	0.19	23.58	23.22	22.47	22.04	22.30	0.92	0.91	1.10	1.08	1.09	3.50	14.00	105.39	94.94	0.76	105.40	0.81	1.08	0.80	1.00	6.50	
28.09	29.06	28.07	24.91	47.65	44.08	18.41	29.07	29.07	35.05	0.11	0.10	0.22	0.21	0.09	0.14	0.14	0.17	19.72	19.35	18.86	18.30	18.56	0.99	0.97	1.18	1.15	1.16	3.50	18.00	105.83	94.56	0.76	105.84	0.81	1.04	0.80	1.00	7.00	
27.44	28.39	27.38	24.28	47.22	43.72	17.89	28.38	28.38	39.07	0.11	0.10	0.23	0.21	0.09	0.14	0.14	0.19	16.39	16.05	15.81	15.15	15.55	1.00	0.98	1.20	1.15	1.18	3.50	22.00	106.27	94.19	0.76	106.28	0.81	1.09	0.80	1.00	7.50	
26.80	27.72	26.69	23.53	46.70	43.26	17.45	27.69	27.69	33.55	0.11	0.10	0.23	0.21	0.09	0.14	0.14	0.17	13.98	13.68	13.57	12.89	13.36	1.00	0.98	1.21	1.15	1.19	3.50	26.00	106.71	93.81	0.76	106.72	0.81	1.04	0.80	1.00	8.00	
26.16	27.06	26.01	23.41	46.12	42.75	17.08	27.01	27.01	33.55	0.11	0.10	0.23	0.22	0.09	0.14	0.14	0.17	12.21	11.94	11.90	11.23	11.73	1.00	0.98	1.22	1.15	1.20	3.50	30.00	107.15	93.44	0.77	107.17	0.81	1.05	0.80	1.00	8.50	
25.53	26.41	25.35	23.86	45.50	42.19	16.77	26.35	26.35	26.98	0.11	0.10	0.23	0.22	0.09	0.14	0.14	0.15	29.10	25.45	29.57	28.44	46.85	0.21	0.19	0.27	0.26	0.41	6.00	2.00	107.59	93.07	0.78	107.62	0.82	1.00	0.80	1.00	9.00	
24.91	25.77	24.71	23.66	44.86	41.61	16.54	25.70	25.70	25.44	0.11	0.11	0.24	0.22	0.09	0.14	0.14	0.14	26.64	23.20	26.14	25.62	35.37	0.58	0.50	0.71	0.69	0.95	6.00	6.00	108.04	92.70	0.79	108.08	0.82	0.98	0.80	1.00	9.50	
24.31	25.15	24.10	23.16	44.21	41.01	16.36	25.07	25.07	31.83	0.11	0.11	0.24	0.22	0.09	0.14	0.14	0.18	23.30	20.30	22.49	22.07	28.30	0.84	0.73	1.01	0.99	1.26	6.00	10.00	108.50	92.33	0.79	108.54	0.82	1.07	0.80	1.00	10.00	
