Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	47.63	47.66	43.66	43.66	?	43.55	43.55	43.97	0.10	0.10	0.15	0.15	?	0.15	0.15	0.15	44.83	44.46	40.28	40.21	39.84	0.36	0.35	0.48	0.47	0.47	1.00	2.00	100.50	99.50	1.46	100.50	1.46	2.46	1.46	2.46	0.50	
204.12	216.13	46.15	46.27	41.98	41.97	?	41.80	41.80	41.74	0.17	0.17	0.23	0.23	?	0.23	0.23	0.23	36.29	35.81	31.83	31.69	31.51	1.04	1.03	1.28	1.27	1.26	1.00	6.00	101.23	98.78	1.88	101.23	1.88	2.88	1.88	2.88	1.00	
190.21	201.39	44.54	44.58	40.42	40.38	?	40.20	40.20	40.19	0.23	0.23	0.31	0.31	?	0.30	0.30	0.30	26.49	26.02	22.99	22.79	22.76	1.43	1.40	1.66	1.65	1.64	1.00	10.00	102.19	97.86	2.24	102.19	2.24	3.24	2.24	3.24	1.50	
180.88	191.52	42.83	42.74	38.82	38.75	?	38.57	38.57	38.53	0.28	0.28	0.36	0.36	?	0.36	0.36	0.36	17.89	17.54	15.88	15.69	15.71	1.46	1.43	1.69	1.67	1.67	1.00	14.00	103.34	96.78	2.50	103.34	2.50	3.50	2.50	3.50	2.00	
174.62	184.90	41.07	40.74	37.19	37.09	?	36.90	36.90	36.74	0.32	0.32	0.40	0.40	?	0.40	0.40	0.40	13.44	13.17	12.12	11.96	11.99	1.45	1.42	1.68	1.66	1.66	1.00	18.00	104.66	95.58	2.70	104.66	2.70	3.70	2.70	3.70	2.50	
170.43	180.46	39.29	39.09	35.57	35.44	?	35.27	35.27	35.27	0.36	0.36	0.44	0.44	?	0.43	0.43	0.44	10.90	10.68	9.93	9.79	9.82	1.45	1.42	1.68	1.66	1.66	1.00	22.00	106.11	94.31	2.90	106.11	2.90	3.90	2.90	3.90	3.00	
167.62	177.48	37.52	37.36	33.98	33.84	?	33.67	33.67	33.47	0.39	0.39	0.47	0.47	?	0.46	0.46	0.46	9.29	9.11	8.52	8.40	8.43	1.45	1.42	1.68	1.65	1.66	1.00	26.00	107.71	92.96	3.10	107.71	3.10	4.10	3.10	4.10	3.50	
165.74	175.49	35.80	35.63	32.45	32.30	2.50	32.14	32.14	31.86	0.42	0.41	0.49	0.49	0.04	0.49	0.49	0.48	8.21	8.04	7.55	7.45	7.47	1.44	1.42	1.67	1.65	1.65	1.00	30.00	109.47	91.54	3.30	109.47	3.29	4.29	3.30	4.30	4.00	
164.48	174.15	34.14	33.75	31.00	30.84	3.94	30.69	30.69	30.45	0.44	0.43	0.51	0.51	0.07	0.51	0.51	0.50	7.44	7.29	6.86	6.77	6.79	1.44	1.41	1.67	1.65	1.65	1.00	34.00	111.40	90.06	3.49	111.40	3.49	4.50	3.50	4.50	4.50	
193.94	205.35	32.57	32.11	29.65	29.49	4.51	29.35	29.35	29.16	0.46	0.45	0.53	0.53	0.08	0.53	0.53	0.52	36.15	35.42	32.41	32.07	31.57	0.77	0.75	0.91	0.90	0.89	3.50	2.00	113.51	88.51	3.69	113.50	3.69	4.70	3.70	4.70	5.00	
177.77	188.23	31.12	31.08	28.42	28.26	4.63	28.13	28.13	27.92	0.47	0.47	0.55	0.54	0.09	0.54	0.54	0.54	27.58	26.88	24.36	23.81	23.67	1.92	1.87	2.18	2.13	2.11	3.50	6.00	115.80	86.90	3.91	115.80	3.89	4.90	3.90	4.90	5.50	
166.93	176.75	29.80	29.81	27.30	27.15	4.59	27.03	27.03	26.76	0.49	0.49	0.56	0.55	0.10	0.55	0.55	0.55	19.50	18.91	17.19	16.57	16.65	2.37	2.30	2.63	2.54	2.55	3.50	10.00	118.30	85.24	4.11	118.29	4.09	5.09	4.10	5.10	6.00	
159.67	169.06	28.63	28.74	26.29	26.15	4.49	26.04	26.04	25.81	0.50	0.50	0.57	0.56	0.10	0.56	0.56	0.56	14.07	13.61	12.49	11.93	12.08	2.40	2.32	2.66	2.54	2.57	3.50	14.00	121.00	83.53	4.28	120.99	4.25	5.25	4.26	5.26	6.50	
154.80	163.91	27.59	27.80	25.38	25.24	4.38	25.14	25.14	24.86	0.50	0.50	0.56	0.56	0.10	0.56	0.56	0.55	11.10	10.73	9.91	9.42	9.57	2.40	2.32	2.66	2.53	2.57	3.50	18.00	123.89	81.78	4.39	123.88	4.36	5.36	4.37	5.37	7.00	
151.54	160.45	26.65	27.00	24.54	24.40	4.25	24.31	24.31	24.14	0.49	0.50	0.56	0.56	0.10	0.55	0.55	0.55	9.31	8.99	8.33	7.91	8.05	2.40	2.32	2.65	2.52	2.56	3.50	22.00	126.95	80.03	4.46	126.95	4.42	5.43	4.43	5.43	7.50	
