Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
30.24	31.29	24.27	23.57	22.68	22.56	22.51	22.52	22.52	22.60	0.02	0.02	0.05	0.05	0.05	0.05	0.05	0.05	28.31	27.68	25.32	25.01	24.94	0.10	0.10	0.21	0.20	0.20	1.00	2.00	100.20	99.80	0.60	100.20	0.60	1.46	0.60	1.46	0.50	
31.12	32.19	26.25	25.82	24.16	23.93	23.81	23.80	23.80	23.65	0.04	0.04	0.09	0.09	0.09	0.09	0.09	0.09	34.22	33.04	28.95	28.64	28.59	0.45	0.43	0.86	0.85	0.85	1.00	6.00	100.50	99.50	0.79	100.50	0.79	1.88	0.79	1.88	1.00	
31.69	32.78	28.12	27.38	25.59	25.24	25.04	24.96	24.96	24.94	0.06	0.06	0.14	0.14	0.14	0.13	0.13	0.13	38.09	36.33	30.71	30.41	30.54	1.02	0.97	1.74	1.72	1.73	1.00	10.00	100.90	99.11	0.95	100.90	0.96	2.24	0.96	2.24	1.50	
32.00	33.10	29.86	28.82	26.88	26.40	26.12	25.93	25.93	26.14	0.09	0.09	0.19	0.19	0.18	0.18	0.18	0.18	39.87	37.67	31.26	30.98	31.35	1.74	1.65	2.73	2.71	2.74	1.00	14.00	101.38	98.64	1.10	101.38	1.10	2.50	1.10	2.50	2.00	
32.09	33.20	31.48	30.12	28.30	27.67	27.29	26.97	26.97	27.60	0.11	0.11	0.24	0.23	0.23	0.22	0.22	0.23	40.09	37.89	30.95	30.71	31.24	2.50	2.37	3.65	3.62	3.68	1.00	18.00	101.94	98.10	1.19	101.94	1.20	2.71	1.20	2.70	2.50	
32.01	33.11	32.98	31.51	29.70	28.90	28.41	27.95	27.95	29.19	0.14	0.14	0.29	0.28	0.28	0.27	0.27	0.28	39.30	37.28	30.24	30.02	30.65	3.20	3.04	4.46	4.42	4.52	1.00	22.00	102.56	97.51	1.29	102.56	1.31	2.92	1.30	2.90	3.00	
31.78	32.88	34.36	33.02	30.81	29.90	29.32	28.61	28.61	30.27	0.17	0.17	0.34	0.33	0.32	0.31	0.31	0.33	38.04	36.07	29.35	29.16	29.72	3.83	3.63	5.14	5.11	5.21	1.00	26.00	103.23	96.88	1.43	103.23	1.45	3.12	1.44	3.10	3.50	
31.44	32.52	35.63	34.31	31.86	30.84	30.17	29.19	29.19	30.88	0.21	0.20	0.40	0.39	0.37	0.36	0.36	0.38	36.38	34.35	28.36	28.17	28.57	4.36	4.12	5.69	5.66	5.74	1.00	30.00	103.99	96.19	1.58	103.99	1.61	3.32	1.59	3.30	4.00	
31.01	32.08	36.80	35.13	32.88	31.75	31.01	29.73	29.73	31.80	0.25	0.24	0.46	0.44	0.42	0.41	0.41	0.44	34.56	32.50	27.36	27.18	27.46	4.78	4.49	6.12	6.08	6.15	1.00	34.00	104.84	95.43	1.73	104.84	1.76	3.52	1.75	3.50	4.50	
30.50	31.55	37.87	36.05	33.91	32.64	31.82	30.26	30.26	32.51	0.29	0.28	0.52	0.50	0.48	0.46	0.46	0.49	35.91	34.30	29.87	29.40	31.17	0.38	0.37	0.67	0.66	0.70	3.50	2.00	105.80	94.60	1.88	105.80	1.92	3.72	1.91	3.70	5.00	
