Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	47.63	47.66	0.01	0.01	0.00	46.28	46.28	44.20	0.10	0.10	0.00	0.00	0.00	0.16	0.16	0.15	44.83	44.46	40.73	14.15	40.34	0.36	0.35	0.49	0.17	0.48	1.00	2.00	100.50	99.50	1.46	100.50	1.46	2.46	1.46	2.46	0.50	
204.12	216.13	46.15	46.27	1.13	0.95	0.01	41.34	41.34	41.86	0.17	0.17	0.01	0.01	0.00	0.23	0.23	0.24	36.29	35.81	32.70	13.37	32.33	1.04	1.03	1.33	0.54	1.31	1.00	6.00	101.23	98.78	1.88	101.23	1.88	2.88	1.88	2.88	1.00	
190.21	201.39	44.54	44.58	4.29	3.81	0.12	37.31	37.31	40.33	0.23	0.23	0.03	0.03	0.00	0.29	0.29	0.31	26.49	26.02	24.05	10.98	23.69	1.43	1.40	1.76	0.81	1.73	1.00	10.00	102.19	97.86	2.24	102.19	2.24	3.24	2.24	3.24	1.50	
180.88	191.52	42.83	42.74	7.17	6.55	0.51	34.13	34.13	38.68	0.28	0.28	0.07	0.06	0.00	0.32	0.32	0.37	17.89	17.54	16.65	8.24	16.39	1.46	1.43	1.80	0.89	1.77	1.00	14.00	103.34	96.78	2.50	103.34	2.50	3.50	2.50	3.50	2.00	
174.62	184.90	41.07	40.74	9.05	8.38	1.10	31.49	31.49	36.93	0.32	0.32	0.10	0.09	0.01	0.35	0.35	0.41	13.44	13.17	12.71	6.60	12.51	1.45	1.42	1.79	0.93	1.76	1.00	18.00	104.66	95.58	2.70	104.66	2.70	3.70	2.70	3.70	2.50	
170.43	180.46	39.29	39.09	10.28	9.63	1.70	29.12	29.12	35.50	0.36	0.36	0.13	0.12	0.02	0.37	0.37	0.44	10.90	10.68	10.42	5.58	10.25	1.45	1.42	1.78	0.96	1.76	1.00	22.00	106.11	94.31	2.90	106.11	2.90	3.91	2.90	3.90	3.00	
167.62	177.48	37.52	37.36	11.07	10.44	2.21	27.05	27.05	33.74	0.39	0.39	0.16	0.15	0.03	0.38	0.38	0.47	9.29	9.11	8.94	4.89	8.80	1.45	1.42	1.78	0.98	1.75	1.00	26.00	107.71	92.96	3.10	107.71	3.10	4.10	3.10	4.10	3.50	
165.74	175.49	35.80	35.63	11.58	10.99	2.61	25.25	25.25	32.15	0.42	0.41	0.18	0.17	0.04	0.39	0.39	0.50	8.21	8.04	7.92	4.40	7.80	1.44	1.42	1.78	0.99	1.75	1.00	30.00	109.47	91.54	3.30	109.47	3.29	4.30	3.30	4.30	4.00	
164.48	174.15	34.14	33.75	11.95	11.38	2.94	23.72	23.72	30.78	0.44	0.43	0.20	0.19	0.05	0.40	0.40	0.52	7.44	7.29	7.20	4.03	7.09	1.44	1.41	1.78	0.99	1.75	1.00	34.00	111.40	90.06	3.49	111.40	3.49	4.50	3.50	4.50	4.50	
193.94	205.35	32.57	32.11	12.26	11.71	3.23	22.44	22.44	29.48	0.46	0.45	0.23	0.22	0.06	0.41	0.41	0.54	36.15	35.42	32.80	15.49	32.05	0.77	0.75	0.93	0.45	0.91	3.50	2.00	113.51	88.51	3.69	113.50	3.69	4.70	3.70	4.70	5.00	
177.77	188.23	31.12	31.08	12.52	11.98	3.50	21.35	21.35	28.24	0.47	0.47	0.25	0.24	0.07	0.42	0.42	0.55	27.58	26.88	25.05	12.66	24.38	1.92	1.87	2.27	1.15	2.21	3.50	6.00	115.80	86.90	3.91	115.80	3.89	4.90	3.90	4.90	5.50	
166.93	176.75	29.80	29.81	12.73	12.21	3.76	20.41	20.41	27.06	0.49	0.49	0.27	0.26	0.08	0.43	0.43	0.56	19.50	18.91	17.84	9.50	17.28	2.37	2.30	2.77	1.48	2.68	3.50	10.00	118.30	85.24	4.11	118.29	4.09	5.10	4.10	5.10	6.00	
159.67	169.06	28.63	28.74	12.80	12.30	3.96	19.61	19.61	26.09	0.50	0.50	0.28	0.27	0.09	0.43	0.43	0.57	14.07	13.61	12.98	7.06	12.55	2.40	2.32	2.80	1.53	2.71	3.50	14.00	121.00	83.53	4.28	120.99	4.25	5.26	4.26	5.26	6.50	
154.80	163.91	27.59	27.80	12.68	12.19	4.04	18.90	18.90	25.12	0.50	0.50	0.29	0.28	0.09	0.43	0.43	0.57	11.10	10.73	10.29	5.68	9.95	2.40	2.32	2.80	1.55	2.70	3.50	18.00	123.89	81.78	4.39	123.88	4.36	5.36	4.37	5.37	7.00	
151.54	160.45	26.65	27.00	12.44	11.96	4.03	18.26	18.26	24.40	0.49	0.50	0.29	0.28	0.09	0.43	0.43	0.56	9.31	8.99	8.66	4.82	8.37	2.40	2.32	2.79	1.56	2.70	3.50	22.00	126.95	80.03	4.46	126.95	4.42	5.43	4.43	5.43	7.50	
149.35	158.13	25.81	26.07	12.14	11.67	3.97	17.69	17.69	23.59	0.49	0.49	0.29	0.28	0.09	0.42	0.42	0.55	8.14	7.86	7.58	4.24	7.32	2.40	2.31	2.79	1.56	2.70	3.50	26.00	130.14	78.30	4.48	130.15	4.45	5.46	4.46	5.46	8.00	
147.88	156.58	25.04	25.22	11.83	11.37	3.89	17.16	17.16	22.91	0.48	0.48	0.28	0.27	0.09	0.41	0.41	0.54	7.33	7.08	6.83	3.82	6.60	2.40	2.31	2.79	1.56	2.70	3.50	30.00	133.46	76.59	4.50	133.47	4.47	5.48	4.48	5.48	8.50	
169.84	179.83	24.33	24.73	11.55	11.11	3.82	16.68	16.68	22.22	0.47	0.48	0.28	0.27	0.09	0.40	0.40	0.53	28.65	28.08	26.34	14.76	25.54	0.95	0.93	1.10	0.62	1.07	6.00	2.00	136.89	74.91	4.53	136.91	4.49	5.50	4.50	5.50	9.00	
157.25	166.50	23.68	23.92	11.31	10.88	3.77	16.24	16.24	21.74	0.46	0.47	0.28	0.27	0.09	0.40	0.40	0.53	21.82	21.31	20.02	11.35	19.32	2.18	2.13	2.49	1.42	2.41	6.00	6.00	140.44	73.26	4.55	140.45	4.52	5.53	4.53	5.53	9.50	
148.81	157.56	23.08	23.34	11.09	10.67	3.72	15.83	15.83	21.29	0.45	0.46	0.27	0.26	0.09	0.39	0.39	0.52	15.96	15.50	14.63	8.35	14.05	2.60	2.52	2.96	1.69	2.84	6.00	10.00	144.12	71.64	4.57	144.13	4.55	5.56	4.55	5.55	10.00	
143.15	151.57	22.53	22.70	10.88	10.46	3.67	15.45	15.45	20.73	0.45	0.45	0.27	0.26	0.09	0.38	0.38	0.51	11.89	11.52	10.92	6.24	10.46	2.63	2.55	2.99	1.71	2.87	6.00	14.00	147.92	70.05	4.59	147.93	4.57	5.58	4.57	5.57	10.50	
139.36	147.56	22.01	22.00	10.67	10.26	3.62	15.10	15.10	20.27	0.44	0.44	0.27	0.26	0.09	0.37	0.37	0.50	9.61	9.29	8.82	5.04	8.45	2.63	2.55	3.00	1.71	2.87	6.00	18.00	151.84	68.48	4.60	151.86	4.59	5.60	4.59	5.59	11.00	
