Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
30.24	31.29	30.32	31.64	3.49	2.16	0.00	62.08	62.08	31.70	0.03	0.04	0.00	0.00	0.00	0.09	0.09	0.04	31.80	30.92	32.18	11.13	30.12	0.10	0.10	0.13	0.04	0.12	1.00	2.00	100.40	99.60	0.80	100.40	0.80	1.00	0.80	1.00	0.50	
31.12	32.19	31.10	30.37	20.29	12.86	1.26	64.61	64.61	30.72	0.05	0.05	0.04	0.03	0.00	0.13	0.13	0.06	32.14	31.20	30.28	10.50	29.49	0.30	0.29	0.36	0.12	0.35	1.00	6.00	100.80	99.20	0.80	100.80	0.80	0.99	0.80	1.00	1.00	
31.69	32.78	31.63	32.56	35.27	23.18	7.22	65.92	65.92	29.27	0.06	0.06	0.08	0.06	0.02	0.15	0.15	0.07	30.30	29.40	28.63	9.83	27.30	0.47	0.45	0.56	0.19	0.53	1.00	10.00	101.21	98.81	0.81	101.21	0.79	0.97	0.80	1.00	1.50	
32.00	33.10	31.93	30.99	45.42	31.02	13.35	66.29	66.29	37.14	0.07	0.07	0.12	0.09	0.04	0.18	0.18	0.10	27.23	26.41	25.58	8.72	24.20	0.58	0.57	0.69	0.24	0.66	1.00	14.00	101.61	98.42	0.80	101.61	0.80	1.01	0.80	1.00	2.00	
32.09	33.20	32.05	28.26	51.86	36.68	17.83	65.99	65.99	37.48	0.08	0.07	0.16	0.11	0.06	0.20	0.20	0.11	23.57	22.85	22.21	7.52	20.92	0.65	0.63	0.77	0.26	0.72	1.00	18.00	102.02	98.02	0.78	102.02	0.80	1.02	0.80	1.00	2.50	
32.01	33.11	32.00	27.08	55.74	40.63	20.83	65.20	65.20	32.04	0.08	0.07	0.18	0.13	0.07	0.21	0.21	0.11	19.79	19.16	18.67	6.29	17.55	0.66	0.64	0.78	0.26	0.74	1.00	22.00	102.43	97.63	0.77	102.43	0.79	0.98	0.80	1.00	3.00	
31.78	32.88	31.80	27.13	57.90	43.26	22.75	64.08	64.08	43.15	0.09	0.08	0.20	0.15	0.08	0.22	0.22	0.15	16.88	16.33	16.00	5.37	15.03	0.66	0.64	0.79	0.26	0.74	1.00	26.00	102.84	97.24	0.77	102.84	0.80	1.06	0.80	1.00	3.50	
31.44	32.52	31.48	26.15	58.89	44.88	23.93	62.75	62.75	38.51	0.10	0.08	0.22	0.17	0.09	0.23	0.23	0.15	14.74	14.26	14.02	4.69	13.15	0.66	0.64	0.79	0.26	0.74	1.00	30.00	103.26	96.86	0.76	103.26	0.80	1.04	0.80	1.00	4.00	
31.01	32.08	31.07	25.02	59.08	45.75	24.58	61.29	61.29	34.23	0.10	0.08	0.23	0.18	0.10	0.24	0.24	0.14	13.11	12.68	12.49	4.17	11.72	0.66	0.64	0.79	0.26	0.74	1.00	34.00	103.67	96.47	0.75	103.68	0.80	1.00	0.80	1.00	4.50	
30.50	31.55	30.57	24.77	58.75	46.07	24.87	59.76	59.76	30.28	0.10	0.08	0.24	0.19	0.11	0.24	0.24	0.13	31.85	27.06	33.17	13.29	40.75	0.18	0.15	0.24	0.10	0.29	3.50	2.00	104.10	96.09	0.75	104.10	0.79	0.97	0.80	1.00	5.00	
